3.14, 2509.0
6.6, 6733.0
10.06, 13466.0
13.52, 17444.0
16.97, 52757.0
20.42, 51183.0
23.87, 50125.0
27.31, 49671.0
30.75, 49458.0
34.19, 49247.0
37.62, 49194.0
41.05, 49194.0
44.48, 49139.0
47.9, 49138.0
51.32, 49187.0
54.73, 49146.0
58.15, 49217.0
61.56, 49153.0
64.96, 48995.0
68.37, 48882.0
71.77, 48947.0
75.16, 49279.0
78.55, 50430.0
81.94, 52744.0
85.33, 50283.0
88.71, 46018.0
92.09, 50402.0
95.47, 52757.0
98.84, 52740.0
102.21, 52697.0
105.58, 41742.0
108.94, 31820.0
112.3, 26633.0
115.66, 21933.0
119.01, 18383.0
122.36, 16067.0
125.71, 14609.0
129.05, 13550.0
132.39, 12726.0
135.73, 12502.0
139.06, 13237.0
142.39, 15825.0
145.72, 19765.0
149.04, 19477.0
152.36, 15012.0
155.68, 11951.0
158.99, 10751.0
162.31, 10742.0
165.61, 11033.0
168.92, 10613.0
172.22, 9553.0
175.52, 8655.0
178.81, 8028.0
182.11, 7735.0
185.39, 7611.0
188.68, 7638.0
191.96, 7987.0
195.24, 7999.0
198.52, 7588.0
201.79, 7146.0
205.06, 6853.0
208.33, 6680.0
211.59, 6626.0
214.85, 6491.0
218.11, 6466.0
221.36, 6426.0
224.61, 6406.0
227.86, 6285.0
231.11, 6175.0
234.35, 6131.0
237.59, 6277.0
240.82, 6639.0
244.06, 7041.0
247.29, 7405.0
250.51, 7510.0
253.74, 6837.0
256.96, 6360.0
260.17, 6280.0
263.39, 6262.0
266.6, 6130.0
269.81, 6233.0
273.01, 6156.0
276.21, 6225.0
279.41, 6256.0
282.61, 6409.0
285.8, 6694.0
288.99, 7278.0
292.18, 7495.0
295.36, 6894.0
298.54, 6490.0
301.72, 6435.0
304.9, 6434.0
308.07, 6504.0
311.24, 6666.0
314.4, 6860.0
317.56, 7244.0
320.72, 8309.0
323.88, 9812.0
327.04, 10316.0
330.19, 8759.0
333.33, 7269.0
336.48, 6561.0
339.62, 6222.0
342.76, 6121.0
345.9, 6083.0
349.03, 5968.0
352.16, 5962.0
355.29, 5958.0
358.41, 5964.0
361.53, 5932.0
364.65, 5897.0
367.77, 5908.0
370.88, 5758.0
373.99, 5899.0
377.1, 5875.0
380.2, 5959.0
383.3, 5892.0
386.4, 5970.0
389.5, 5961.0
392.59, 6014.0
395.68, 5996.0
398.77, 6052.0
401.85, 6191.0
404.93, 6429.0
408.01, 6837.0
411.09, 8073.0
414.16, 11755.0
417.23, 15261.0
420.3, 11301.0
423.36, 8296.0
426.42, 7121.0
429.48, 6295.0
432.54, 6055.0
435.59, 5969.0
438.64, 5934.0
441.69, 5858.0
444.73, 5910.0
447.77, 5873.0
450.81, 5819.0
453.85, 5874.0
456.88, 5816.0
459.91, 5834.0
462.94, 5874.0
465.96, 5814.0
468.98, 5844.0
472, 5801.0
475.02, 5809.0
478.03, 5887.0
481.05, 5968.0
484.05, 6027.0
487.06, 6079.0
490.06, 6074.0
493.06, 6127.0
496.06, 6108.0
499.05, 6151.0
502.05, 6171.0
505.04, 6455.0
508.02, 7732.0
511.01, 11811.0
513.99, 15536.0
516.96, 10635.0
519.94, 6411.0
522.91, 5259.0
525.88, 4881.0
528.85, 4808.0
531.82, 4850.0
534.78, 4838.0
537.74, 4817.0
540.69, 4857.0
543.65, 4921.0
546.6, 5050.0
549.55, 5272.0
552.49, 6170.0
555.44, 10255.0
558.38, 15975.0
561.32, 11178.0
564.25, 6328.0
567.18, 5349.0
570.11, 5030.0
573.04, 4908.0
575.97, 5200.0
578.89, 5478.0
581.81, 5013.0
584.73, 4804.0
587.64, 4701.0
590.55, 4674.0
593.46, 4721.0
596.37, 4811.0
599.27, 5230.0
602.17, 6808.0
605.07, 10526.0
607.97, 11055.0
610.86, 6472.0
613.75, 4916.0
616.64, 4596.0
619.53, 4533.0
622.41, 4432.0
625.29, 4407.0
628.17, 4398.0
631.05, 4450.0
633.92, 4541.0
636.79, 4825.0
639.66, 5036.0
642.52, 4670.0
645.38, 4389.0
648.25, 4331.0
651.1, 4297.0
653.96, 4303.0
656.81, 4356.0
659.66, 4355.0
662.51, 4444.0
665.35, 4546.0
