Gaussian parameters: 
Center, Amplitude, Standard_Deviation
180.7943648624775, 0.0014030042719141698, 0.360592638786542
214.2384450471053, 0.0007445969163207552, 0.6060006054882264
222.04206489986072, 5.2111806688584546e-05, 0.3439697672144502
237.64930106887604, 0.0008140235019572476, 0.7360517270463844
515.235178126432, 0.0006288922507455131, 0.657329853547901
569.860499817938, 0.0011286623452196286, 0.7870490755674745
670.1927513546736, 0.001769017030534708, 0.05612715690997616
1013.5519818845902, 0.0020864622512083856, 0.3118348897192123
1023.5852081081119, 0.0005087647043546796, 0.18042477182778607
